index,cn_query,need_type,lat,lon,created_at
154,How can I donate to support Woolsey Fire victims in Los Angeles County?,resource_coordination,34.14987804,-118.6325373,Thu Nov 22 04:37:36 +0000 2018
155,How can I help the Disabled American Veterans Chapter 106 in Paradise after the Camp Fire?,resource_coordination,39.71455601,-121.479931,Tue Nov 20 19:46:51 +0000 2018
156,How can I support the Humane Society's animal relief efforts in the California fires?,resource_coordination,39.734842771961496,-121.756582,Thu Nov 22 19:18:43 +0000 2018
157,How can I support Habitat for Humanity California wildfire relief efforts in Butte County?,resource_coordination,39.93007092844412,-121.4265709,Tue Nov 20 23:35:49 +0000 2018
158,How can I donate to Red Cross disaster relief efforts for California wildfires?,resource_coordination,33.82066827324374,-118.5559786,Mon Nov 19 10:15:57 +0000 2018
159,Where can I find temporary housing in Chico or Oroville for Camp Fire evacuees?,shelter,40.00806590829407,-121.8464194,Sat Nov 17 22:01:31 +0000 2018
160,How can I help rescue pets in Solano County after the California fires?,resource_coordination,38.42568213670953,-122.2196182,Sat Nov 24 23:36:38 +0000 2018
161,How can I donate to the Woolsey Fire relief efforts in California?,resource_coordination,34.30862649533674,-118.7425098,Sun Nov 11 12:23:12 +0000 2018
162,How can I help Aaron Rodgers' wildfire relief efforts in Ventura County?,resource_coordination,34.64232306001766,-119.3979175,Sun Nov 25 01:35:57 +0000 2018
163,"How can I donate to the ASPCA's animal rescue efforts in Solano County, California?",resource_coordination,38.21213324667003,-122.1543783,Wed Nov 21 12:39:31 +0000 2018
164,How can I help the search efforts for wildfire victims near Enloe Medical Center in Chico?,resource_coordination,39.80089545559482,-121.5018621,Mon Nov 19 15:33:32 +0000 2018
165,How can I help Canadian Couple's wildfire relief efforts near Agoura Hills?,resource_coordination,34.348940432879985,-118.7212419,Wed Nov 21 14:56:42 +0000 2018
166,How can I donate to the Aaron Rodgers fundraising campaign for California fire recovery?,resource_coordination,33.959041012881954,-118.830061,Thu Nov 22 11:09:31 +0000 2018
167,"How can I contribute to wildfire relief efforts in Solano County, Northern California?",resource_coordination,38.365700923996236,-121.7243542,Sat Nov 24 01:25:59 +0000 2018
168,How can I support the Camp Fire relief efforts through Sierra Nevada's Resilience IPA?,resource_coordination,39.707278600325616,-121.8025726,Thu Nov 22 14:52:44 +0000 2018
169,How can I get my horse or small livestock evacuated to a temporary shelter in Chico?,transportation,39.69392785168361,-121.833191,Wed Nov 21 03:56:43 +0000 2018
170,How can I prepare for potential mudslides in LA County burn areas?,protection,34.442760786487376,-118.1794382,Fri Nov 23 09:04:12 +0000 2018
171,"What is the current situation with the WoosleyFire near Malibu, California?",logistics,33.98784152,-118.5888351,Mon Nov 12 12:57:40 +0000 2018
172,How can I help with building sifters for the California Fires?,resource_coordination,39.820526524214394,-121.7786687,Sun Nov 25 21:42:44 +0000 2018
173,How can I donate to the Red Cross benefit auction for California wildfires in Magalia?,resource_coordination,39.90319602102844,-121.4899202,Wed Nov 21 18:06:39 +0000 2018
174,"How can I help find the over 1,000 missing people in the California wildfires?",family_reunification,34.70379518,-119.0802502,Mon Nov 19 15:51:06 +0000 2018
175,How can I support the San Diego hospital aid mission in Butte County?,logistics,39.70828425550951,-121.9627385,Sat Nov 24 04:55:37 +0000 2018
176,Are there any updates on the current forest fires in Los Angeles County?,logistics,34.636264820817274,-118.3445815,Thu Nov 15 14:15:19 +0000 2018
177,Are there any landslide risks in the Magalia area after the rain in Butte County?,protection,39.82934230932255,-121.580409,Fri Nov 23 22:40:16 +0000 2018
178,"How many people are reported missing in the Camp Fire in Butte County, CA?",family_reunification,33.87161553480688,-118.906118,Thu Nov 22 00:42:42 +0000 2018
179,How can I offer free housing to Camp Fire evacuees from Los Angeles County?,shelter,34.371910922517415,-118.8237971,Wed Nov 21 11:32:00 +0000 2018
180,How can I get one-on-one assistance from an AJCC in Ventura to Los Angeles counties after the Woolsey fire?,logistics,34.32173662854157,-118.5544487,Wed Nov 21 07:27:49 +0000 2018
181,How can I donate to the Thousand Oaks wildfire relief efforts?,resource_coordination,34.52663387399247,-118.9274294,Thu Nov 22 17:07:06 +0000 2018
182,How can I buy raffle tickets to support fire-affected areas near Chico and Butte County?,resource_coordination,39.71149793362282,-121.8322757,Tue Nov 20 09:10:58 +0000 2018
183,"How can I check the Air Quality Index in Agoura Hills, California?",protection,33.94891373207482,-118.5865141,Tue Nov 20 04:16:52 +0000 2018
184,How can I help wildfire victims in Butte County have a Happy Thanksgiving?,resource_coordination,39.72283251156623,-121.8750948,Sat Nov 24 16:12:07 +0000 2018
185,What areas in Northern California are under flash flood watch and at risk of wildfire exacerbation?,protection,34.23446425876127,-119.0789275,Fri Nov 23 07:18:51 +0000 2018
186,What areas in Northern California are being evacuated due to wildfires?,transportation,39.92508195944509,-121.6052452,Tue Nov 13 17:36:13 +0000 2018
187,What are the fire danger levels and evacuation warnings for San Diego and surrounding areas starting November 11th?,protection,34.32677408263763,-118.8661495,Sun Nov 11 18:55:43 +0000 2018
188,"How can I donate to State Farm's Camp Fire relief efforts in Butte County, Chico, CA?",resource_coordination,39.56238382719139,-121.8446942,Fri Nov 23 18:00:22 +0000 2018
189,How can I volunteer to help wildfire victims in the Agoura Hills area on November 23?,resource_coordination,34.315922558045465,-119.171068,Sat Nov 24 01:05:10 +0000 2018
190,"How can I pack and deliver supplies to suffering families in Chico, Butte County, after the Camp Fire?",logistics,39.45013636649177,-122.2569665,Wed Nov 21 08:29:36 +0000 2018
191,How many people are still missing in the California wildfires?,family_reunification,33.742707874830266,-118.5570356,Wed Nov 21 17:12:34 +0000 2018
192,"Where can I look for missing persons in Chico, California?",family_reunification,39.65579124891049,-121.2536694,Fri Nov 23 23:15:36 +0000 2018
193,"How many people are missing in Magalia, Butte County, as of November 16, 2018?",family_reunification,39.56329570599875,-121.5449252,Sat Nov 17 13:13:44 +0000 2018
194,How can I donate supplies to the Camp Fire relief efforts at the Silver Dollar Fairgrounds in Chico?,resource_coordination,39.67728761943947,-121.3889311,Sat Nov 24 02:40:11 +0000 2018
195,What is the status of the missing woman from Parma in the California wildfires?,family_reunification,34.46644238,-118.5274001,Mon Nov 26 20:04:15 +0000 2018
196,What resources are available for wildfire response and recovery in Northern and Southern California?,logistics,33.94404844933118,-118.6719355,Fri Nov 23 10:34:13 +0000 2018
197,How can I donate to the Camp Fire Public Safety Family Relief Fund?,resource_coordination,39.81806736023014,-121.5484099,Wed Nov 21 16:42:49 +0000 2018
198,"How can I support California Wildfire recovery efforts in Malibu, CA through State Farm's donation campaign?",resource_coordination,34.04618795785245,-118.5825371,Sat Nov 24 08:42:39 +0000 2018
199,Where can I send donations for Camp Fire evacuees in Orland and Chico?,resource_coordination,39.82514533298706,-121.9553418,Sat Nov 24 15:08:38 +0000 2018
200,How can I volunteer with the Red Cross in Vacaville and Dixon for wildfire relief?,resource_coordination,38.34575967838229,-121.9063216,Sun Nov 25 11:15:38 +0000 2018
201,How can I help a man who lost his home and business in the Camp Fire?,resource_coordination,39.76844937323857,-121.6692117,Tue Nov 13 06:39:32 +0000 2018
202,How can I support the California Wildfire Relief Benefit in Agoura Hills on December 8th?,resource_coordination,34.02081642629594,-119.1528859,Thu Nov 22 00:09:22 +0000 2018
203,How can I donate goods to support Heather Bell's wildfire relief efforts in Ventura County?,resource_coordination,34.093916590488234,-118.9464146,Mon Nov 19 02:45:20 +0000 2018
204,"How can I volunteer to serve Thanksgiving meals to Camp Fire survivors in Paradise, Butte County?",resource_coordination,39.73266508878775,-121.7451566,Fri Nov 23 16:08:46 +0000 2018
205,How can I donate to help families affected by the Camp Fire in Butte County?,resource_coordination,39.46027249111148,-121.755739,Sun Nov 18 02:53:08 +0000 2018
206,How can I volunteer with the Red Cross in California to help wildfire victims?,resource_coordination,34.44223447021214,-119.3180302,Tue Nov 20 23:52:00 +0000 2018
207,How can I donate to support Camp Fire relief efforts in Chico and Butte County?,resource_coordination,39.68628515573996,-121.4314865,Tue Nov 20 14:08:17 +0000 2018
208,What schools in Solano County are closed due to the California fires?,logistics,38.361614466722116,-121.9355614,Fri Nov 16 02:52:05 +0000 2018
209,How can I donate to the United Way Disaster Relief Fund for the Woolsey and Hill Fires in Southern California?,resource_coordination,34.33856177553006,-118.5080544,Mon Nov 12 14:25:34 +0000 2018
210,How will the rain affect the search for wildfire victims in Ventura County?,logistics,34.12553820791846,-119.0325147,Thu Nov 22 00:16:15 +0000 2018
211,Where can I find information on shelters for small and large animals affected by the Camp Fire?,logistics,39.32494566020017,-121.708533,Sun Nov 11 10:15:58 +0000 2018
212,"Where can I volunteer to help rescue animals in Chico, Butte County?",resource_coordination,39.75528465901471,-121.788512,Tue Nov 20 00:35:12 +0000 2018
213,Where can I find the latest Woolsey Fire damage map for Malibu and Thousand Oaks?,logistics,34.110880565920816,-118.6767787,Mon Nov 12 12:53:43 +0000 2018
214,How many people are missing in the California wildfires?,family_reunification,39.82415250145673,-121.8287574,Mon Nov 19 01:31:48 +0000 2018
215,How can I volunteer to help deliver food to Camp Fire evacuation centers in Chico?,logistics,39.925814141468265,-121.5065736,Sat Nov 17 15:04:48 +0000 2018
216,What services are available at the Silver Dollar Fairgrounds in Chico for wildfire evacuees?,logistics,39.864067643059705,-122.0178364,Tue Nov 20 23:19:36 +0000 2018
217,How can I donate to support California wildfire victims through the American Red Cross?,resource_coordination,33.97519052859668,-118.7522468,Fri Nov 23 18:38:06 +0000 2018
218,How many people are still unaccounted for in the Paradise area of Butte County after the wildfire?,family_reunification,39.67404080496401,-121.6055874,Tue Nov 20 15:43:16 +0000 2018
219,How can I donate to support CA fire victims through this shirt purchase?,resource_coordination,33.733552723523665,-118.4240688,Fri Nov 23 02:34:16 +0000 2018
220,How can I donate items to support Camp Fire relief efforts in Northern California?,resource_coordination,40.0198183,-121.7362469,Thu Nov 15 10:27:38 +0000 2018
221,What are the health risks of blood transfusions for Camp Fire victims in California?,medical_help,34.30580348161974,-118.1499442,Sat Nov 17 10:11:45 +0000 2018
222,"How many people are missing in the Los Angeles County wildfires as of November 19th, 2:25pm PST?",family_reunification,34.057115005364395,-118.7701917,Wed Nov 21 10:04:21 +0000 2018
223,"How can I donate or volunteer to support the Israeli aid effort in Malibu, Los Angeles County?",resource_coordination,34.09288152252836,-118.2856899,Fri Nov 23 10:06:14 +0000 2018
224,How can I donate to the State Farm wildfire relief efforts in Solano County?,resource_coordination,38.038525342408256,-121.8070747,Sat Nov 24 07:04:19 +0000 2018
225,"How can I donate diapers, wipes, and blankets to Camp Fire evacuees at the Silver Dollar Fairgrounds in Chico?",resource_coordination,39.563043052051476,-121.2883535,Tue Nov 13 14:19:23 +0000 2018
226,"How can I volunteer at World Central Kitchen in Paradise, Northern California?",resource_coordination,39.73371378378549,-121.9755776,Sat Nov 24 14:45:54 +0000 2018
227,"How can I help with setting up a Raspberry Pi with fire department channels in Magalia, Butte County, CA?",logistics,39.835767185347756,-121.4623728,Fri Nov 23 20:40:59 +0000 2018
228,How many people are missing in the Malibu area fires near Pepperdine University in Los Angeles County?,family_reunification,34.07750057257159,-118.6333256,Mon Nov 19 19:17:26 +0000 2018
229,"Where can I buy Camp Fire benefit beer in Chico, California?",resource_coordination,39.70297298468777,-121.8234907,Thu Nov 22 11:26:06 +0000 2018
230,How can I donate to the Woolsey Fire relief efforts in Ventura County?,resource_coordination,34.47461885620365,-118.9116102,Sat Nov 24 07:31:05 +0000 2018
231,How can I help Wayne Charvel after his Agoura Hills home and workshop were destroyed in the California wildfire?,resource_coordination,33.84999499530209,-118.6454038,Wed Nov 28 05:26:03 +0000 2018
232,What supplies should I stock up on in Northern California's Butte County today?,protection,39.81745415767373,-121.9266694,Mon Nov 12 01:41:30 +0000 2018
233,How many people are missing in the California wildfires?,family_reunification,39.921047933367745,-121.7336801,Sun Nov 18 09:26:58 +0000 2018
234,What tax relief options are available for California wildfire victims?,logistics,39.57274108494735,-122.1088415,Sat Nov 24 11:26:02 +0000 2018
235,How can I donate to support PetSmart Charities' relief efforts for Butte County wildfires?,resource_coordination,39.98695523004168,-121.3816355,Thu Nov 22 10:32:37 +0000 2018
236,How can I donate to support California wildfire victims in Ventura County?,resource_coordination,34.182165238950674,-119.0161271,Sat Nov 24 20:13:35 +0000 2018
237,How can I help care for the bunnies displaced by the California fires in Thousand Oaks?,resource_coordination,34.27467807550623,-118.7249745,Fri Nov 30 01:12:47 +0000 2018
238,How can I donate to help someone who lost their home in the Camp Fire?,resource_coordination,40.03937488,-122.0144401,Fri Nov 23 21:51:07 +0000 2018
239,"Are there any updates on the missing persons search in Paradise, Butte County, as of November 26th, 3am PST?",family_reunification,39.95586959903683,-121.4825138,Mon Nov 26 05:49:39 +0000 2018
240,How can I help with animal rescue efforts in Los Angeles County?,resource_coordination,34.21982839280435,-117.9994716,Sat Nov 24 11:50:00 +0000 2018
241,How can I support California Fire Foundation for those affected by the Woolsey Fire?,resource_coordination,34.20159779781154,-118.8530964,Tue Nov 13 01:11:02 +0000 2018
242,Where can I take my pet during the Camp Fire in Butte County?,shelter,40.15370690884382,-121.7865636,Sun Nov 25 01:25:07 +0000 2018
243,Which Oregon breweries are participating in the Sierra Nevada Camp Fire Relief Fund?,logistics,39.788435927439934,-121.1912309,Tue Nov 20 21:00:58 +0000 2018
244,How can I donate to the Camp Fire relief efforts at the Silver Dollar Fairgrounds in Chico?,resource_coordination,39.38043796867734,-121.740557,Mon Nov 12 21:28:23 +0000 2018
245,How can I donate to support California WIC staff affected by the Camp Fire in Butte County?,resource_coordination,39.93553811959288,-121.1466237,Fri Nov 23 11:35:28 +0000 2018
246,Can Tesla provide transportation with HEPA filters from Agoura Hills to safety by November 10-11?,transportation,33.870820911813645,-118.7618016,Sat Nov 10 15:28:22 +0000 2018
247,How can I support the Red Cross efforts for California Wildfires?,resource_coordination,39.72446135570269,-121.3926883,Thu Nov 22 08:20:31 +0000 2018
248,"How can I volunteer or donate to help Camp Fire relief efforts in Butte County, California?",resource_coordination,34.26532608724247,-118.6811597,Sat Nov 24 19:43:28 +0000 2018
249,"Where can Camp Fire survivors find safer shelter in Magalia, Butte County, by December 1st?",shelter,40.008309033395214,-121.6708018,Sat Nov 24 03:07:59 +0000 2018
250,What precautions should I take in Chico due to high winds and fire risks?,protection,39.569198899644164,-121.7358798,Wed Nov 14 07:49:19 +0000 2018
251,Where can I get shelter in Malibu after the Woolsey Fire?,shelter,34.274708137065595,-118.757947,Sat Nov 24 01:44:45 +0000 2018
252,How can I donate to support California fire relief efforts?,resource_coordination,38.58912272085123,-122.0109332,Thu Nov 22 01:40:58 +0000 2018
253,"What help is available for California wildfire victims in Agoura Hills, Los Angeles County, on November 23-25?",logistics,33.94315555295108,-118.6078297,Sat Nov 24 05:12:03 +0000 2018
254,How can I donate to the Red Cross Disaster Relief Fund for California Wildfires?,resource_coordination,39.737114881883066,-122.0723664,Tue Nov 20 12:53:21 +0000 2018
255,"What is the current situation with the fire near Pepperdine University in Malibu, Los Angeles County?",logistics,34.14970465942112,-118.3262209,Tue Nov 20 13:14:37 +0000 2018
256,How can I donate to the Humane Society to support animal rescue efforts in Ventura and Los Angeles counties?,resource_coordination,33.66319146309102,-118.5126561,Thu Nov 22 07:31:32 +0000 2018
257,How can I donate to the California Wildfire Relief Fund?,resource_coordination,39.71842774622005,-121.5947431,Sat Nov 24 14:59:26 +0000 2018
258,How can I donate or volunteer to support Lady Gaga's relief efforts for Camp Fire families in Chico?,resource_coordination,39.792999884313616,-121.7353386,Fri Nov 16 15:25:24 +0000 2018
259,How can I donate to the American Red Cross relief campaign for the Camp Fire?,resource_coordination,39.97149027,-121.429463,Wed Nov 28 12:32:43 +0000 2018
260,"Is Leo Carrillo State Park in Camarillo, Ventura County, still closed due to the Hill fire?",logistics,33.83090181198867,-118.9223642,Tue Nov 13 07:45:34 +0000 2018
261,How can I donate to the California Relief fund?,resource_coordination,39.33511546824754,-121.8012408,Thu Nov 22 23:51:12 +0000 2018
262,Where can I donate blood for California wildfire victims in Orange County?,medical_help,34.16406157324953,-118.7802896,Sun Nov 11 05:44:43 +0000 2018
263,How can I help those affected by the Malibu wildfires in Los Angeles County?,resource_coordination,34.056119581910735,-118.1595497,Sun Nov 11 21:37:26 +0000 2018
264,How can I donate to the Red Cross to support California fire victims near Enloe Medical Center in Chico?,resource_coordination,39.89695213497078,-121.9623556,Tue Nov 20 23:53:37 +0000 2018
265,How can I help reunite lost pets with their owners in the Ojai and Santa Paula areas?,family_reunification,34.706033905681956,-119.4434777,Mon Nov 19 16:38:32 +0000 2018
266,How can I donate to support wildfire relief efforts in Northern California?,resource_coordination,38.05617951862709,-121.7617383,Thu Nov 22 02:13:15 +0000 2018
267,"Can I stay at someone's home in Chico, CA, if I was displaced by the Camp Fire?",shelter,39.874794257923966,-122.2499419,Mon Nov 12 02:41:06 +0000 2018
268,"What services are available for Camp Fire survivors in Butte County, including Chico, Paradise, and Oroville?",logistics,39.53176751,-121.6766159,Sat Nov 24 07:13:05 +0000 2018
269,Where can I find injured animals after the California wildfires in Chico?,protection,39.79413859887275,-121.6759149,Wed Nov 14 18:07:37 +0000 2018
270,"How can I contribute to the victims of the Camp Fire in Paradise, Butte County?",resource_coordination,34.16878518984528,-118.2698834,Tue Nov 20 10:32:13 +0000 2018
271,"How can I help find Charlie Sheen's parents, Janet and Martin Sheen, who are missing during the California wildfires?",family_reunification,39.651449178130534,-121.6162586,Sun Nov 11 03:52:40 +0000 2018
272,How can I donate to support the Yose Conservancy after the California wildfires?,resource_coordination,39.540782992432554,-121.7571605,Tue Nov 20 17:51:20 +0000 2018
273,How can I donate to the Ventura County Humane Society to support animal rescue in the Malibu area?,resource_coordination,34.37414762250499,-118.5860316,Wed Nov 14 00:48:49 +0000 2018
274,How can I donate to support the victims of the Woolsey and Hill Fires in Los Angeles County?,resource_coordination,34.15055202163085,-119.0781756,Sun Nov 11 10:48:14 +0000 2018
275,"What are the most needed items to donate for the California fires in Chico, Butte County?",resource_coordination,39.85891089,-122.1945409,Thu Nov 29 17:52:10 +0000 2018
276,How can I provide a DNA sample to help identify remains of the Camp Fire victims?,medical_help,39.86405066163701,-121.5665539,Sat Nov 24 19:02:00 +0000 2018
277,How can I donate $10 to American Red Cross California Wildfires Relief via text?,resource_coordination,39.941083403885976,-121.8802982,Wed Nov 14 10:36:35 +0000 2018
278,"How can I help with the California wildfires in Agoura Hills, Los Angeles County?",resource_coordination,33.95152133708208,-118.8031207,Sun Nov 11 16:44:48 +0000 2018
279,How many missing persons are listed in Ventura County near Pepperdine University as of November 16th?,family_reunification,33.76808261485387,-118.5005206,Sun Nov 18 22:48:40 +0000 2018
280,"How can I help locate missing family members, friends, or pets in the Camp Fire area?",family_reunification,39.70455233,-121.5969543,Fri Nov 16 14:34:40 +0000 2018
281,How can I help care for the kittens being transported from California wildfire shelters to Seattle?,resource_coordination,33.987582279806205,-118.886509,Fri Nov 23 21:32:29 +0000 2018
282,"How can I donate to support Alley Cat Allies' animal rescue efforts in Chico, Butte County?",resource_coordination,39.97673313005636,-122.2613303,Thu Nov 22 07:11:20 +0000 2018
283,How can I donate to the Sierra Nevada Camp Fire Relief Fund on Giving Tuesday?,resource_coordination,39.578680801867094,-121.3888292,Fri Nov 30 04:53:31 +0000 2018
284,How can I help find missing persons in the California wildfires?,family_reunification,34.27252156,-118.9861747,Mon Nov 19 03:12:33 +0000 2018
285,Where can I take my pet to a Red Cross shelter in Butte County?,shelter,39.62872091115977,-121.6396646,Sun Nov 25 15:16:39 +0000 2018
286,Where can I donate to support those affected by the California wildfire in Chico on Sunday?,resource_coordination,39.706477539478094,-122.3968736,Tue Nov 20 01:10:45 +0000 2018
287,"How can I donate to the Camp Fire relief in Paradise, CA?",resource_coordination,39.779998949617585,-121.6159255,Mon Nov 26 08:19:00 +0000 2018
288,Are there any updates on the search efforts for the missing people in the Butte County area near Chico?,family_reunification,39.679857276936936,-122.0795032,Thu Nov 22 03:19:15 +0000 2018
289,"What assistance is available from the U.S. Department of Labor for wildfire recovery in Paradise, Chico, and Butte County?",logistics,39.76294849053432,-121.6524021,Wed Nov 21 15:22:49 +0000 2018
290,How can I help families affected by the California Camp Fire in Paradise?,resource_coordination,34.13810556,-118.5340907,Fri Nov 23 09:19:55 +0000 2018
291,"How can I donate to support communities affected by the California wildfires in Agoura Hills, Los Angeles County?",resource_coordination,34.21618205379484,-119.0598405,Tue Nov 20 11:49:22 +0000 2018
292,How can I find missing persons in the California fires that started on November 8th-9th?,family_reunification,34.17859734327629,-118.8075152,Mon Nov 12 14:50:50 +0000 2018
293,What evacuation orders are in place for Malibu and the Pacific Palisades region in Los Angeles County?,transportation,34.132448277851545,-118.751057,Sat Nov 10 20:57:58 +0000 2018
294,How can I donate to support the Contra Costa EMS Medical Reserve Corps after the Camp Fire?,resource_coordination,39.73905014989576,-121.3464647,Mon Nov 19 07:29:06 +0000 2018
295,"How can I volunteer to serve Thanksgiving meals to wildfire victims in Paradise, California?",resource_coordination,39.756472131426314,-121.6195277,Sun Nov 25 20:18:52 +0000 2018
296,How can I help the victims of the California Fires?,resource_coordination,34.20621920912006,-118.3890491,Tue Nov 20 06:19:42 +0000 2018
297,"How can I get payment relief from Lexus/Toyota for Camp Fire damage in Paradise, CA?",logistics,39.62576246506812,-121.7293704,Thu Nov 22 19:39:10 +0000 2018
298,How can I purchase art pieces to donate to California wildfire victims?,resource_coordination,34.03409090277509,-118.4704511,Sat Nov 24 06:28:28 +0000 2018
299,How can I donate to the California Community Fund's Wildfire Relief Fund in Los Angeles County?,resource_coordination,34.245877602246004,-118.1360047,Thu Nov 22 09:58:03 +0000 2018
300,"What is the current death toll from the Camp Fire in Butte County, Northern California?",medical_help,39.69862199882623,-121.8213643,Tue Nov 13 01:04:23 +0000 2018
301,"How can I support Camp Fire relief efforts in Paradise, Butte County, California?",resource_coordination,39.68833840569538,-121.0255128,Sun Nov 25 18:33:53 +0000 2018
302,How can I help people trapped in traffic due to the California wildfire in Butte County?,transportation,38.32103578450944,-121.6166462,Wed Nov 14 12:42:52 +0000 2018
303,What evacuation orders are in place for areas near Los Angeles and Malibu?,transportation,34.29507672372642,-118.5767901,Fri Nov 16 01:38:04 +0000 2018
304,"Are there any missing persons in Paradise, California, that need to be reported?",family_reunification,39.488221591903475,-121.6101259,Thu Nov 22 04:34:26 +0000 2018
305,"How can I donate to help Ray Morgan Company employees affected by the Camp Fire in Paradise, Butte County?",resource_coordination,39.79967850842633,-121.7628251,Wed Nov 21 19:11:14 +0000 2018
,,,,,
